0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000222e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.745966692414834043e-01,1.000000000000000222e+00,0.000000000000000000e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,7.745966692414834043e-01
0.000000000000000000e+00,6.546536707079771977e-01,9.999999999999996669e-01,3.779644730092271976e-01,3.779644730092271976e-01,6.761234037828132148e-01,6.546536707079771977e-01,3.779644730092271976e-01,9.999999999999996669e-01,3.779644730092271976e-01,3.779644730092271976e-01,6.546536707079771977e-01,6.761234037828132148e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.472135954999579277e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.472135954999579277e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.745966692414834043e-01,6.761234037828132148e-01,0.000000000000000000e+00,4.472135954999579277e-01,9.999999999999998890e-01,7.745966692414834043e-01,0.000000000000000000e+00,6.761234037828132148e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.745966692414834043e-01,5.999999999999999778e-01
0.000000000000000000e+00,1.000000000000000222e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.745966692414834043e-01,1.000000000000000222e+00,0.000000000000000000e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,7.745966692414834043e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.472135954999579277e-01
0.000000000000000000e+00,6.546536707079771977e-01,9.999999999999996669e-01,3.779644730092271976e-01,3.779644730092271976e-01,6.761234037828132148e-01,6.546536707079771977e-01,3.779644730092271976e-01,9.999999999999996669e-01,3.779644730092271976e-01,3.779644730092271976e-01,6.546536707079771977e-01,6.761234037828132148e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.472135954999579277e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.779644730092271976e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.472135954999579277e-01
0.000000000000000000e+00,1.000000000000000222e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.745966692414834043e-01,1.000000000000000222e+00,0.000000000000000000e+00,6.546536707079771977e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000222e+00,7.745966692414834043e-01
0.000000000000000000e+00,7.745966692414834043e-01,6.761234037828132148e-01,4.472135954999579277e-01,0.000000000000000000e+00,5.999999999999999778e-01,7.745966692414834043e-01,4.472135954999579277e-01,6.761234037828132148e-01,4.472135954999579277e-01,4.472135954999579277e-01,7.745966692414834043e-01,9.999999999999998890e-01
